SYMBOL,COMPANY,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
TRKCM TI,Trakya Cam Sanayii As,,O,33,,,,,14,76,,"1,113",340,"2,518,396.42",0.00,64.6,,,Bryan Shea,,
6367 JP,Daikin Industries Ltd,Yes,O,33,,,,,50,33,,"29,880","26,091","83,810,009.02",0.00,16.0,,,Andrew Siepker,,
ECOR3 BZ,Ecorodovias Infraestrutura E Logistica Sa,,O,33,,,,,57,52,,"1,906",637,"9,611,419.91",0.00,37.0,,,Greg Scolaro,,
KSP ID,Kingspan Group Plc,Yes,O,34,,,,,81,33,,"6,083","4,982","20,937,301.76",0.00,22.7,,,William DeAllaume,,
6028 JP,Technopro Holdings Inc,,O,34,,,,,66,27,,"1,524","1,520","6,493,079.42",0.00,34.0,,,Taylor Cope,,
ASURB MM,Grupo Aeroportuario Del Sureste Sab De Cv,,O,38,,,,,29,18,,"6,095","4,114","7,421,554.74",0.00,51.2,,,Anil Daka,,
ASELS TI,Aselsan Elektronik Sanayi Ve Ticaret As,,O,38,,,,,21,82,,"7,560","1,166","50,299,971.62",0.00,91.0,,,Taylor Cope,,
BNZL LN,Bunzl Plc,Yes,O,40,,,,,83,2,,"10,064","10,042","37,588,948.53",0.00,15.7,,,Andrew Siepker,,
RTO LN,Rentokil Initial Plc,Yes,O,40,,,,,61,6,,"6,913","6,899","27,751,155.22",0.00,38.3,,,Anil Daka,,
6409 TT,Voltronic Power Technology Corp,,O,41,,,,,51,26,,"1,374",834,"1,622,830.98",0.00,29.8,,,Greg Scolaro,,
KAP SJ,Kap Industrial Holdings Ltd,,O,42,,,,,38,59,,"1,813",822,"1,863,558.20",0.00,15.3,,,Greg Scolaro,,
ISS DC,Iss A/s,Yes,O,42,,,,,86,12,,"7,620","7,529","29,317,134.20",0.00,23.4,,,Anil Daka,,
AOT TB,Airports Of Thailand Pcl,Yes,O,43,,,,,34,18,,"22,637","5,221","49,165,815.56",0.00,40.5,,,Andrew Siepker,,
VOLT IN,Voltas Ltd,,O,44,,,,,34,57,,"2,798","1,748","15,071,627.80",0.00,64.6,,,Taylor Cope,,
PINFRA* MM,Promotora Y Operadora De Infraestructura Sab De Cv,Yes,O,45,,,,,61,36,,"4,694","2,855","7,617,508.43",0.00,36.0,,,Anil Daka,,
9962 JP,Misumi Group Inc,Yes,O,46,,,,,19,35,,"7,115","6,950","22,413,095.67",0.00,49.6,,,Anil Daka,,
6268 JP,Nabtesco Corp,,O,46,,,,,69,49,,"4,246","3,764","17,756,155.23",0.00,39.6,,,Taylor Cope,,
REL LN,Relx Plc,Yes,O,47,,,,,67,10,,"44,658","23,213","101,253,040.89",0.00,22.9,,,William Benton,,
KNEBV FH,Kone Oyj,Yes,O,47,,,,,90,7,,"27,420","18,311","71,404,044.90",0.00,19.0,,,Andrew Siepker,,
DPW DU,Dp World Ltd,Yes,O,47,,,,,63,28,,"18,260","3,570","5,910,768.00",0.00,34.5,,,Andrew Siepker,,
MAHB MK,Malaysia Airports Holdings Bhd,,O,48,,,,,22,79,,"3,270","1,420","8,136,004.65",0.00,52.1,,,Anil Daka,,
GEBN VX,Geberit Ag,Yes,O,49,,,,,85,2,,"18,192","18,016","77,244,017.23",0.00,20.4,,,Andrew Siepker,,
ALLE,Allegion Plc,Yes,O,49,,,,,57,1,,"7,531","7,500","49,388,384.00",0.00,27.7,,,Taylor Cope,,
ATCOA SS,Atlas Copco Ab,Yes,O,50,,,,,30,17,,"43,330","22,901","131,407,868.39",0.00,20.8,,,Andrew Siepker,,
BEAN SW,Belimo Holding Ag,Yes,O,51,,,,,59,7,,"2,432","1,812","2,352,562.29",0.00,39.1,,,Taylor Cope,,
FTT CN,Finning International Inc,,O,52,,,,,36,37,,"3,619","3,604","14,673,985.44",0.00,-9.3,,,Anil Daka,,
2127 JP,Nihon M&a Center Inc,Yes,O,52,,,,,18,30,,"3,579","2,876","17,184,160.65",0.00,43.6,,,D.J. Neiman,,
TDG,Transdigm Group Inc,Yes,O,52,,,,,36,1,,"14,554","13,422","151,736,240.00",0.00,13.5,,,Anil Daka,,
ESLT IT,Elbit Systems Ltd,,O,53,,,,,81,16,,"5,607","3,039","5,425,088.26",0.00,24.0,,,Anil Daka,,
EXPN LN,Experian Plc,Yes,O,55,,,,,79,16,,"18,321","18,278","83,293,496.03",0.00,3.0,,,Daniel Hill,,
6954 JP,Fanuc Corp,Yes,O,56,,,,,49,37,,"40,048","37,754","158,346,389.89",0.00,24.7,,,Andrew Siepker,,
6465 JP,Hoshizaki Corp,Yes,O,58,,,,,50,11,,"6,490","4,661","20,158,655.23",0.00,21.4,,,Anil Daka,,
RAA GR,Rational Ag,Yes,O,59,,,,,49,3,,"6,896","2,007","6,043,957.82",0.00,41.4,,,Anil Daka,,
4666 JP,Park24 Co Ltd,Yes,O,60,,,,,54,15,,"3,583","2,527","24,978,176.89",0.00,-7.9,,,Anil Daka,,
PSG SM,Prosegur Cia De Seguridad Sa,,O,62,,,,,35,37,,"4,052","1,662","7,488,298.36",0.00,7.3,,,Taylor Cope,,
KGX GR,Kion Group Ag,,O,62,,,,,27,70,,"10,435","5,927","49,457,766.18",0.00,55.3,,,Anil Daka,,
AHT LN,Ashtead Group Plc,Yes,O,62,,,,,27,51,,"10,371","10,323","73,063,739.69",0.00,10.0,,,Anil Daka,,
ICT PM,International Container Terminal Services Inc,Yes,O,62,,,,,40,30,,"4,072","2,066","4,786,341.42",0.00,51.5,,,Anil Daka,,
BVT SJ,Bidvest Group Ltd/the,Yes,O,63,,,,,61,7,,"4,378","3,990","12,163,699.29",0.00,-0.6,,,Andrew Siepker,,
SIE GR,Siemens Ag,Yes,O,64,,,,,54,27,,"111,538","96,444","491,382,825.58",0.00,13.7,,,Andrew Siepker,,
EIM IN,Eicher Motors Ltd,Yes,O,69,,,,,9,25,,"12,991","6,388","23,060,050.27",0.00,42.6,,,Anil Daka,,
DBL IN,Dilip Buildcon Ltd,,O,70,,,,,28,59,,"1,123",220,"3,433,400.74",0.00,133.7,,,Bryan Shea,,
HAVL IN,Havells India Ltd,,O,73,,,,,34,46,,"4,527","1,442","9,438,562.94",0.00,48.9,,,Taylor Cope,,
KJC IN,Kajaria Ceramics Ltd,,O,74,,,,,16,47,,"1,541",772,"2,355,273.44",0.00,49.9,,,Bryan Shea,,
RCF FP,Teleperformance,,O,74,,,,,22,19,,"7,936","7,778","25,285,003.69",0.00,36.7,,,Anil Daka,,
RENT3 BZ,Localiza Rent A Car Sa,Yes,O,74,,,,,21,45,,"3,760","2,790","18,568,997.68",0.00,65.7,,,Taylor Cope,,
AIAE IN,Aia Engineering Ltd,,O,77,,,,,23,22,,"2,057",588,"1,471,293.94",0.00,19.1,,,Greg Scolaro,,
WEGE3 BZ,Weg Sa,Yes,O,82,,,,,72,45,,"10,385","3,779","10,515,682.65",0.00,26.4,,,Andrew Siepker,,
ASTRA IN,Astral Polytechnik Ltd,,O,87,,,,,13,40,,"1,242",364,"984,732.56",0.00,68.6,,,Bryan Shea,,
,,,,33,,,,,44,40,,,,,,37.6,,,,,
265520 KS,Advanced Process Systems Corp,,O,,,,,,,62,,528,402,"10,779,870.36",0.00,7.2,,,Greg Scolaro,,
3044 TT,Tripod Technology Corp,,O,1,,,,,74,45,,"1,844","1,492","5,931,294.26",0.00,52.5,,,Drew Buckley,,
005930 KS,Samsung Electronics Co Ltd,Yes,O,1,,,,,17,49,,"262,583","190,203","485,001,401.59",0.00,43.5,,,William Benton,,
8035 JP,Tokyo Electron Ltd,,O,2,,,,,33,72,,"22,374","21,031","197,030,595.67",0.00,52.2,,,William Benton,,
6728 JP,Ulvac Inc,,O,2,,,,,79,86,,"2,686","2,574","34,641,353.79",0.00,74.0,,,Drew Buckley,,
000660 KS,Sk Hynix Inc,,O,2,,,,,10,78,,"42,152","28,211","219,037,929.24",0.00,55.6,,,William Benton,,
2439 TT,Merry Electronics Co Ltd,,O,4,,,,,20,67,,"1,524","1,253","35,451,592.71",0.00,120.4,,,Greg Scolaro,,
4768 JP,Otsuka Corp,,O,4,,,,,72,18,,"6,045","3,250","19,303,465.70",0.00,40.0,,,Drew Buckley,,
LRCX,Lam Research Corp,Yes,O,4,,,,,42,80,,"26,516","26,406","390,676,288.00",0.00,53.9,,,William Benton,,
HANA TB,Hana Microelectronics Pcl,,O,5,,,,,66,38,,"1,058",598,"6,925,223.79",0.00,18.4,,,Greg Scolaro,,
056190 KS,Sfa Engineering Corp,,O,5,,,,,8,70,,"1,165",596,"13,337,000.70",0.00,22.2,,,Greg Scolaro,,
FPT VN,Fpt Corp,,O,7,,,,,23,25,,"1,135",800,"2,260,005.72",0.00,29.7,,,Greg Scolaro,,
2317 TT,Hon Hai Precision Industry Co Ltd,,O,8,,,,,74,37,,"65,646","52,988","164,817,570.91",0.00,54.3,,,William Benton,,
VNTV,Vantiv Inc,Yes,O,8,,,,,32,6,,"14,277","11,695","169,219,952.00",0.00,7.4,,,Daniel Hill,,
AVGO,Broadcom Ltd,,O,9,,,,,23,35,,"103,039","102,370","674,729,216.00",0.00,42.9,,,William Benton,,
9766 JP,Konami Holdings Corp,,O,10,,,,,46,74,,"7,473","4,956","44,787,581.23",0.00,26.4,,,Drew Buckley,,
CHKP,Check Point Software Technologies Ltd,Yes,O,11,,,,,70,3,,"17,797","13,255","117,958,904.00",0.00,26.2,,,William Benton,,
036930 KS,Jusung Engineering Co Ltd,,O,11,,,,,17,84,,649,492,"15,636,720.39",0.00,68.5,,,Greg Scolaro,,
LOGN SW,Logitech International Sa,,O,12,,,,,42,55,,"6,044","5,324","73,794,504.26",0.00,45.2,,,Drew Buckley,,
4966 TT,Parade Technologies Ltd,,O,13,,,,,33,25,,"1,092",891,"19,357,423.33",0.00,48.9,,,Greg Scolaro,,
3443 TT,Global Unichip Corp,,O,13,,,,,28,47,,753,446,"24,179,355.67",0.00,141.8,,,Greg Scolaro,,
3105 TT,Win Semiconductors Corp,,O,14,,,,,27,18,,"2,275","1,721","29,527,275.42",0.00,111.4,,,Drew Buckley,,
ATO FP,Atos Se,,O,15,,,,,38,52,,"15,866","13,856","71,757,961.63",0.00,44.0,,,William Benton,,
6645 JP,Omron Corp,,O,15,,,,,53,59,,"10,408","9,916","41,459,151.62",0.00,30.5,,,Andrew Siepker,,
SCT LN,Softcat Plc,,O,16,,,,,89,,,"1,020",540,"2,469,488.10",0.00,42.5,,,Drew Buckley,,
2383 TT,Elite Material Co Ltd,,O,16,,,,,40,35,,"1,466","1,177","12,608,281.45",0.00,77.4,,,Greg Scolaro,,
FB,Facebook Inc,Yes,O,16,,,,,23,32,,"493,673","397,317","2,882,318,848.00",0.00,49.9,,,William Benton,,
ADBE,Adobe Systems Inc,Yes,O,18,,,,,23,15,,"74,899","74,642","347,795,552.00",0.00,42.5,,,William Benton,,
ACN,Accenture Plc,Yes,O,20,,,,,61,3,,"83,967","80,190","253,165,328.00",0.00,10.8,,,William Benton,,
AMS SM,Amadeus It Group Sa,Yes,O,20,,,,,61,20,,"26,712","26,615","153,472,571.72",0.00,38.8,,,William Benton,,
WLN FP,Worldline Sa/france,,O,22,,,,,36,5,,"5,414","1,620","5,367,723.93",0.00,43.7,,,Daniel Hill,,
SAP GR,Sap Se,Yes,O,22,,,,,62,7,,"129,702","100,181","397,557,612.86",0.00,23.1,,,William Benton,,
6239 TT,Powertech Technology Inc,,O,22,,,,,62,40,,"2,420","2,076","9,576,074.71",0.00,21.5,,,Drew Buckley,,
MA,Mastercard Inc,Yes,O,22,,,,,35,7,,"140,960","123,260","398,029,376.00",0.00,24.6,,,Daniel Hill,,
4684 JP,Obic Co Ltd,Yes,O,23,,,,,65,9,,"6,221","3,732","13,174,169.67",0.00,41.9,,,Drew Buckley,,
2330 TT,Taiwan Semiconductor Manufacturing Co Ltd,Yes,O,24,,,,,71,6,,"181,941","161,125","191,504,792.97",0.00,29.0,,,William Benton,,
DLG GR,Dialog Semiconductor Plc,,O,24,,,,,46,66,,"3,485","3,191","44,131,236.76",0.00,3.3,,,Drew Buckley,,
HCLT IN,Hcl Technologies Ltd,Yes,O,25,,,,,60,7,,"19,228","7,658","25,359,113.14",0.00,15.7,,,William Benton,,
4307 JP,Nomura Research Institute Ltd,,O,25,,,,,90,22,,"10,257","4,711","16,395,234.66",0.00,28.6,,,William Benton,,
CSU CN,Constellation Software Inc/canada,Yes,O,25,,,,,35,15,,"11,687","10,824","41,266,215.31",0.00,2.0,,,William Benton,,
PTEC LN,Playtech Plc,,O,27,,,,,32,14,,"4,025","3,767","25,304,115.02",0.00,25.4,,,Drew Buckley,,
CAP FP,Capgemini Se,Yes,O,29,,,,,59,14,,"18,392","17,046","95,510,422.40",0.00,30.7,,,William Benton,,
9719 JP,Scsk Corp,Yes,O,30,,,,,83,14,,"4,673","2,052","13,415,144.40",0.00,26.7,,,Drew Buckley,,
GOOGL,Alphabet Inc,Yes,O,30,,,,,57,18,,"647,838","280,961","1,801,969,408.00",0.00,20.9,,,William Benton,,
3626 JP,Tis Inc,,O,31,,,,,56,46,,"2,599","2,284","9,236,353.79",0.00,29.9,,,Drew Buckley,,
098460 KS,Koh Young Technology Inc,,O,32,,,,,41,44,,754,600,"2,790,370.53",0.00,52.4,,,Greg Scolaro,,
NETB SS,Netent Ab,,O,33,,,,,47,3,,"2,324","1,607","5,907,749.47",0.00,27.8,,,Drew Buckley,,
4716 JP,Oracle Corp Japan,,O,34,,,,,91,4,,"8,913","2,280","10,867,238.27",0.00,35.3,,,Drew Buckley,,
6807 JP,Japan Aviation Electronics Industry Ltd,,O,35,,,,,29,52,,"1,423",679,"9,435,848.38",0.00,13.7,,,Drew Buckley,,
WDI GR,Wirecard Ag,,O,37,,,,,29,22,,"10,023","8,937","60,753,244.93",0.00,76.6,,,Daniel Hill,,
ORBK,Orbotech Ltd,,O,37,,,,,50,45,,"1,810","1,658","14,669,384.00",0.00,6.3,,,Drew Buckley,,
RMV LN,Rightmove Plc,Yes,O,38,,,,,56,14,,"4,876","4,853","24,775,791.28",0.00,18.0,,,Drew Buckley,,
240810 KS,Wonik Ips Co Ltd,,O,39,,,,,1,62,,"1,108",593,"8,439,202.00",0.00,33.1,,,Greg Scolaro,,
6723 JP,Renesas Electronics Corp,Yes,O,39,,,,,35,85,,"15,904","4,317","72,557,671.48",0.00,19.6,,,William Benton,,
011070 KS,Lg Innotek Co Ltd,,O,40,,,,,6,87,,"3,483","1,706","28,012,701.47",0.00,83.3,,,Drew Buckley,,
HLMA LN,Halma Plc,Yes,O,40,,,,,73,1,,"5,510","5,482","17,407,383.09",0.00,30.4,,,Anil Daka,,
TEMN SW,Temenos Group Ag,Yes,O,40,,,,,43,23,,"6,745","5,560","41,743,145.70",0.00,37.3,,,Drew Buckley,,
MCRO LN,Micro Focus International Plc,Yes,O,40,,,,,75,27,,"6,565","6,540","54,726,622.13",0.00,11.0,,,Drew Buckley,,
GIB/A CN,Cgi Group Inc,,O,42,,,,,64,3,,"14,789","12,964","44,185,412.32",0.00,-5.5,,,William Benton,,
2360 TT,Chroma Ate Inc,,O,43,,,,,51,24,,"1,295","1,109","3,445,149.39",0.00,40.5,,,Greg Scolaro,,
ASML NA,Asml Holding Nv,Yes,O,44,,,,,26,53,,"65,976","58,326","280,278,320.71",0.00,36.9,,,William Benton,,
MELE BB,Melexis Nv,Yes,O,45,,,,,64,12,,"3,781","1,723","6,141,482.43",0.00,28.4,,,Drew Buckley,,
NICE IT,Nice Ltd,,O,48,,,,,52,8,,"4,594","4,594","6,114,712.05",0.00,10.4,,,Drew Buckley,,
CRM,Salesforce.com Inc,Yes,O,48,,,,,17,31,,"65,693","62,290","399,172,256.00",0.00,32.4,,,William Benton,,
IFX GR,Infineon Technologies Ag,Yes,O,49,,,,,54,64,,"25,299","23,961","173,665,102.23",0.00,25.7,,,William Benton,,
5274 TT,Aspeed Technology Inc,,O,50,,,,,12,15,,747,466,"5,489,208.42",0.00,66.8,,,Greg Scolaro,,
WIX,Wix.com Ltd,,O,53,,,,,7,90,,"2,690","2,241","64,739,020.00",0.00,43.4,,,Drew Buckley,,
KCE TB,Kce Electronics Pcl,,O,54,,,,,56,60,,"1,559",737,"11,271,075.40",0.00,-20.5,,,Drew Buckley,,
2408 TT,Nanya Technology Corp,,O,55,,,,,70,96,,"5,623","1,340","18,891,260.66",0.00,43.7,,,Greg Scolaro,,
BC8 GR,Bechtle Ag,,O,57,,,,,48,4,,"2,897","1,878","5,467,132.88",0.00,39.0,,,Drew Buckley,,
MAIL LI,Mail.ru Group Ltd,Yes,O,59,,,,,50,60,,"6,369","6,369","13,647,800.00",0.00,52.6,,,Drew Buckley,,
YNDX,Yandex Nv,Yes,O,60,,,,,46,62,,"10,032","8,322","79,214,952.00",0.00,46.7,,,Drew Buckley,,
035420 KS,Naver Corp,Yes,O,60,,,,,54,51,,"22,724","15,934","69,866,065.18",0.00,11.0,,,William Benton,,
3008 TT,Largan Precision Co Ltd,Yes,O,61,,,,,13,27,,"24,590","16,915","65,811,542.64",0.00,52.9,,,William Benton,,
SIMO,Silicon Motion Technology Corp,,O,63,,,,,76,65,,"1,513","1,513","30,546,184.00",0.00,-1.3,,,Drew Buckley,,
CSGP,Costar Group Inc,Yes,O,66,,,,,41,43,,"9,298","9,098","53,939,244.00",0.00,45.5,,,Daniel Hill,,
6861 JP,Keyence Corp,Yes,O,68,,,,,19,29,,"57,795","44,477","115,900,902.53",0.00,34.8,,,Andrew Siepker,,
3081 TT,Land Mark Optoelectronics Corp,,O,71,,,,,43,46,,"1,092",831,"20,010,152.52",0.00,65.6,,,Greg Scolaro,,
MELI,Mercadolibre Inc,Yes,O,75,,,,,34,57,,"10,682","9,681","214,694,400.00",0.00,85.2,,,Dan Su,,
2454 TT,Mediatek Inc,,O,75,,,,,86,75,,"14,223","11,737","77,635,635.93",0.00,35.9,,,William Benton,,
251270 KS,Netmarble Games Corp,Yes,O,76,,,,,,80,,"10,165","2,839","58,849,176.60",0.00,-10.4,,,William Benton,,
VKI IN,Vakrangee Ltd,,O,76,,,,,31,50,,"3,764","1,798","9,073,898.73",0.00,75.0,,,Daniel Hill,,
GLOB,Globant Sa,,O,77,,,,,,45,,"1,496","1,015","13,639,793.00",0.00,37.1,,,Drew Buckley,,
7974 JP,Nintendo Co Ltd,,O,82,,,,,44,90,,"46,899","39,027","1,020,228,339.34",0.00,63.1,,,Drew Buckley,,
3938 JP,Line Corp,,O,82,,,,,11,95,,"7,735","1,196","24,413,384.48",0.00,2.8,,,William Benton,,
LINX3 BZ,Linx Sa,,O,92,,,,,28,53,,941,679,"3,526,206.15",0.00,3.4,,,Greg Scolaro,,
,,,,44,,,,,53,42,,,,,,24.6,,,,,
1COV GR,Covestro Ag,Yes,O,3,,,,,60,84,,"15,779","7,916","76,443,768.21",0.00,15.8,,,William DeAllaume,,
HPG VN,Hoa Phat Group Jsc,Yes,O,3,,,,,41,50,,"2,286","1,346","5,654,462.65",0.00,20.7,,,Bryan Shea,,
SODA TI,Soda Sanayii As,,O,3,,,,,69,68,,"1,351",530,"4,845,312.15",0.00,34.7,,,Bryan Shea,,
AKE FP,Arkema Sa,Yes,O,7,,,,,32,46,,"8,464","7,967","48,455,097.67",0.00,17.9,,,William DeAllaume,,
PTTGC TB,Ptt Global Chemical Pcl,,O,11,,,,,63,45,,"9,715","3,024","21,109,945.93",0.00,25.9,,,William DeAllaume,,
5122 JP,Okamoto Industries Inc,,O,14,,,,,62,39,,"1,022",687,"4,726,632.67",0.00,18.6,,,Taylor Cope,,
3407 JP,Asahi Kasei Corp,Yes,O,14,,,,,68,42,,"16,457","15,583","40,877,545.13",0.00,30.0,,,William DeAllaume,,
SKG ID,Smurfit Kappa Group Plc,Yes,O,16,,,,,56,24,,"6,984","6,914","21,432,590.91",0.00,33.9,,,William DeAllaume,,
GRNG SS,Granges Ab,,O,17,,,,,96,6,,847,763,"3,933,882.13",0.00,18.8,,,Taylor Cope,,
SYNT LN,Synthomer Plc,,O,18,,,,,71,45,,"2,083","1,663","5,020,083.41",0.00,37.3,,,Taylor Cope,,
4063 JP,Shin-Etsu Chemical Co Ltd,Yes,O,19,,,,,38,35,,"38,094","36,671","100,155,415.16",0.00,17.2,,,William DeAllaume,,
4217 JP,Hitachi Chemical Co Ltd,Yes,O,20,,,,,51,36,,"5,792","2,749","17,535,649.82",0.00,15.6,,,William DeAllaume,,
BAS GR,Basf Se,Yes,O,20,,,,,73,24,,"87,617","87,966","488,891,866.90",0.00,3.8,,,William DeAllaume,,
VCT LN,Victrex Plc,Yes,O,26,,,,,74,13,,"2,259","2,174","10,866,021.80",0.00,10.7,,,Taylor Cope,,
JMAT LN,Johnson Matthey Plc,Yes,O,28,,,,,84,11,,"6,860","6,858","48,614,755.89",0.00,-4.9,,,William DeAllaume,,
GRASIM IN,Grasim Industries Ltd,,O,28,,,,,44,41,,"11,337","8,596","31,184,818.91",0.00,31.3,,,William DeAllaume,,
051910 KS,Lg Chem Ltd,Yes,O,29,,,,,24,55,,"21,364","12,581","74,939,733.71",0.00,33.2,,,William DeAllaume,,
ELM LN,Elementis Plc,,O,31,,,,,43,45,,"1,648","1,646","5,157,699.09",0.00,17.5,,,Taylor Cope,,
BOL SS,Boliden Ab,Yes,O,32,,,,,59,72,,"8,760","8,607","86,358,951.29",0.00,22.4,,,William DeAllaume,,
DLX AU,Duluxgroup Ltd,Yes,O,33,,,,,79,4,,"2,025","1,992","10,929,213.93",0.00,20.0,,,Rita Spitz,,
4021 JP,Nissan Chemical Industries Ltd,Yes,O,34,,,,,60,6,,"5,076","4,225","20,539,214.80",0.00,-0.2,,,William DeAllaume,,
HZ IN,Hindustan Zinc Ltd,Yes,O,34,,,,,65,40,,"19,158","1,062","9,640,688.14",0.00,26.0,,,William DeAllaume,,
FPE3 GR,Fuchs Petrolub Se,Yes,O,35,,,,,82,4,,"7,357","3,910","13,428,459.40",0.00,42.7,,,Anil Daka,,
FNXP IN,Finolex Industries Ltd,,O,36,,,,,59,54,,"1,140",480,"736,344.77",0.00,51.1,,,Bryan Shea,,
ORA AU,Orora Ltd,,O,37,,,,,60,8,,"2,901","2,890","12,973,661.18",0.00,4.0,,,Taylor Cope,,
SQM,Sociedad Quimica Y Minera De Chile Sa,Yes,O,39,,,,,79,52,,"10,514","4,027","32,464,040.00",0.00,44.4,,,William DeAllaume,,
UPLL IN,Upl Ltd,Yes,O,39,,,,,13,21,,"6,747","4,768","16,586,077.50",0.00,43.1,,,William DeAllaume,,
EVK GR,Evonik Industries Ag,Yes,O,40,,,,,82,36,,"14,971","4,733","52,483,269.16",0.00,17.4,,,William DeAllaume,,
CEMEXCPO MM,Cemex Sab De Cv,Yes,O,40,,,,,62,81,,"13,583","13,574","31,934,213.57",0.00,25.2,,,William DeAllaume,,
CRH ID,Crh Plc,Yes,O,41,,,,,46,40,,"29,542","29,527","60,939,338.26",0.00,1.9,,,William DeAllaume,,
CRDA LN,Croda International Plc,Yes,O,42,,,,,69,17,,"6,455","6,438","33,664,118.11",0.00,23.9,,,William DeAllaume,,
HILS LN,Hill & Smith Holdings Plc,,O,49,,,,,65,9,,"1,366","1,359","3,903,300.25",0.00,20.4,,,Taylor Cope,,
LUN CN,Lundin Mining Corp,Yes,O,50,,,,,11,91,,"5,150","5,122","32,012,288.92",0.00,26.6,,,William DeAllaume,,
MEXCHEM* MM,Mexichem Sab De Cv,Yes,O,56,,,,,29,66,,"5,614","2,866","8,787,450.11",0.00,26.5,,,William DeAllaume,,
CSTRL IN,Castrol India Ltd,Yes,O,57,,,,,61,16,,"2,982","1,198","5,123,188.96",0.00,13.6,,,Anil Daka,,
CLN VX,Clariant Ag,Yes,O,58,,,,,62,41,,"7,562","6,254","158,855,326.57",0.00,37.7,,,William DeAllaume,,
004800 KS,Hyosung Corp,,O,58,,,,,33,69,,"4,983","2,289","23,350,087.60",0.00,21.3,,,William DeAllaume,,
ARTO IN,Aarti Industries,,O,59,,,,,12,29,,"1,116",488,"1,064,811.89",0.00,52.0,,,Bryan Shea,,
BLT LN,Bhp Billiton Plc,Yes,O,59,,,,,29,74,,"102,494","37,173","248,774,375.41",0.00,13.8,,,William DeAllaume,,
ITP CN,Intertape Polymer Group Inc,,O,60,,,,,72,58,,940,892,"4,897,570.56",0.00,-8.8,,,Taylor Cope,,
SI IN,Supreme Industries Ltd,,O,62,,,,,29,22,,"2,132","1,742","1,493,346.11",0.00,32.0,,,Taylor Cope,,
NZYMB DC,Novozymes A/s,Yes,O,62,,,,,67,3,,"14,145","9,937","34,850,013.77",0.00,35.3,,,William DeAllaume,,
HUH1V FH,Huhtamaki Oyj,,O,65,,,,,63,31,,"4,258","3,456","19,409,253.17",0.00,7.1,,,William DeAllaume,,
GLEN LN,Glencore Plc,Yes,O,65,,,,,36,84,,"63,969","54,550","264,561,789.65",0.00,28.0,,,William DeAllaume,,
SRCM IN,Shree Cement Ltd,Yes,O,68,,,,,14,72,,"9,499","4,658","4,822,126.37",0.00,26.6,,,William DeAllaume,,
SOL SJ,Sasol Ltd,Yes,O,72,,,,,94,49,,"19,708","15,730","45,136,900.24",0.00,6.5,,,William DeAllaume,,
PIDI IN,Pidilite Industries Ltd,,O,79,,,,,39,13,,"6,536","1,540","6,334,456.33",0.00,41.3,,,William DeAllaume,,
GCC* MM,Grupo Cementos De Chihuahua Sab De Cv,,O,81,,,,,39,74,,"1,773",662,"948,049.95",0.00,58.5,,,Bryan Shea,,
GMEXICOB MM,Grupo Mexico Sab De Cv,Yes,O,82,,,,,35,58,,"25,366","10,912","32,734,793.87",0.00,20.8,,,William DeAllaume,,
DNL PM,D&l Industries Inc,,O,84,,,,,32,10,,"1,397",495,"1,181,153.57",0.00,8.1,,,Bryan Shea,,
SCCO,Southern Copper Corp,Yes,O,84,,,,,34,67,,"30,852","3,295","24,710,124.00",0.00,24.2,,,William DeAllaume,,
DBEL IN,Dalmia Bharat Ltd,,O,84,,,,,8,78,,"3,619","2,481","4,837,743.88",0.00,107.4,,,Taylor Cope,,
APNT IN,Asian Paints Ltd,Yes,O,87,,,,,37,22,,"17,063","9,823","16,961,786.19",0.00,37.8,,,Vivian Lin Thurston,,
FM CN,First Quantum Minerals Ltd,Yes,O,97,,,,,74,92,,"7,278","7,173","47,580,255.86",0.00,-6.7,,,William DeAllaume,,
,,,,46,,,,,33,38,,,,,,21.3,,,,,
1925 JP,Daiwa House Industry Co Ltd,,O,2,,,,,65,46,,"23,336","21,144","50,245,000.00",0.00,29.3,,,Alaina Anderson,,
VNA GR,Vonovia Se,,O,6,,,,,26,58,,"20,112","19,145","91,617,162.72",0.00,28.6,,,Alaina Anderson,,
SPALI TB,Supalai Pcl,,O,7,,,,,56,13,,"1,238",681,"3,617,416.64",0.00,4.2,,,Bryan Shea,,
EMAAR UH,Emaar Properties Pjsc,Yes,O,12,,,,,50,43,,"16,257","11,507","13,934,742.72",0.00,16.5,,,Alaina Anderson,,
NXI FP,Nexity Sa,,O,19,,,,,45,34,,"3,034","2,703","12,937,652.88",0.00,19.8,,,Alaina Anderson,,
UTG LN,Unite Group Plc/the,,O,21,,,,,13,11,,"2,112","2,101","10,302,361.92",0.00,21.2,,,Alaina Anderson,,
FABG SS,Fabege Ab,,O,23,,,,,15,57,,"3,320","2,598","10,501,764.07",0.00,23.9,,,Alaina Anderson,,
1878 JP,Daito Trust Construction Co Ltd,Yes,O,24,,,,,66,11,,"13,386","12,265","57,522,256.32",0.00,14.2,,,Alaina Anderson,,
ALI PM,Ayala Land Inc,,O,27,,,,,30,16,,"12,188","6,370","10,813,845.55",0.00,33.0,,,Alaina Anderson,,
