SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
1605 JP,Inpex Corp,0.05,,,72,61,38,85,84,27,63,Yes,"14,088","9,246",43.48,0,-2.2,16.1,,,,
PEY CN,Peyto Exploration & Dev Corp,0.02,Yes,O,72,31,56,81,100,38,61,Yes,"2,646","2,567",15.63,0,-34.7,14.8,,William DeAllaume,,
WG/ LN,Wood Group (John) Plc,0.02,Yes,N,72,38,38,94,99,39,54,Yes,"2,819","2,737",40.16,0,-23.7,11.4,,Anil Daka,,
DLEKG IT,Delek Group Ltd,0.01,,,73,82,48,25,93,91,83,,"2,178",855,2.82,0,0.9,16.4,,,,
ENF CN,Enbridge Income Fund Holding,0.02,,N,73,61,39,80,94,44,20,Yes,"3,603","2,867",13.94,0,-12.6,12.7,,Taylor Cope,,
VET CN,Vermilion Energy Inc,0.02,,,74,33,65,83,100,69,89,Yes,"3,812","3,605",23.27,0,-29.4,156.7,,,,
ORG AU,Origin Energy Ltd,0.06,,,74,71,62,48,74,27,66,,"10,355","10,313",40.76,0,15.1,11.1,,,,
SBMO NA,Sbm Offshore Nv,0.02,,,74,73,36,79,81,63,89,Yes,"3,322","2,679",21.17,0,11.5,13.6,,,,
ARX CN,Arc Resources Ltd,0.03,,N,74,50,78,30,100,90,86,,"4,529","4,248",23.67,0,-29.0,27.0,,William DeAllaume,,
CCO CN,Cameco Corp,0.02,,,79,61,41,93,94,38,87,Yes,"3,875","3,868",18.63,0,-12.4,21.0,,,,
ALA CN,Altagas Ltd,0.02,,,79,65,64,51,100,52,68,Yes,"5,534","3,682",20.40,0,-18.5,28.4,,,,
SU CN,Suncor Energy Inc,0.32,Yes,O,79,53,59,91,89,72,86,Yes,"52,050","49,625",170.07,0,-13.7,26.8,,William DeAllaume,,
BP/ LN,Bp Plc,0.68,,,80,69,36,93,91,37,78,Yes,"112,337","112,324",274.66,0,-4.3,15.2,,,,
VSN CN,Veresen Inc,0.03,,,80,64,85,66,47,24,61,,"4,364","4,360",34.24,0,33.6,26.3,,,,
PPL CN,Pembina Pipeline Corp,0.08,,,81,64,76,75,66,16,41,,"12,639","12,590",61.22,0,-3.8,18.4,,,,
STO AU,Santos Ltd,0.03,,,83,75,46,74,99,18,89,Yes,"5,691","5,097",32.34,0,-7.3,18.5,,,,
CNQ CN,Canadian Natural Resources,0.21,Yes,O,86,77,71,65,94,49,85,,"37,443","33,591",135.45,0,-15.7,21.3,,William DeAllaume,,
KEY CN,Keyera Corp,0.03,,N,88,41,87,98,88,38,57,Yes,"5,422","5,350",21.03,0,-8.7,19.7,,William DeAllaume,,
CVE CN,Cenovus Energy Inc,0.05,,,89,91,40,55,100,67,94,Yes,"9,163","7,600",66.23,0,-51.5,44.2,,,,
IMO CN,Imperial Oil Ltd,0.05,,,89,55,68,98,100,25,85,Yes,"24,387","7,456",37.74,0,-28.0,22.8,,,,
ENB CN,Enbridge Inc,0.41,Yes,O,89,70,79,81,97,70,42,Yes,"66,763","66,592",199.11,0,-14.5,20.0,,William DeAllaume,,
WCP CN,Whitecap Resources Inc,0.02,,O,89,73,54,95,98,16,92,Yes,"2,661","2,612",17.09,0,-29.3,34.1,,Taylor Cope,,
CLB,Core Laboratories N.v.,0.02,Yes,N,89,2,99,88,97,32,31,Yes,"3,979","3,919",75.27,0,-14.0,32.0,,William DeAllaume,,
933 HK,Brightoil Petroleum Holdings,0.00,,,91,79,64,88,98,,96,Yes,"2,600",701,0.40,0,-8.9,14.5,,,,
TLW LN,Tullow Oil Plc,0.02,Yes,N,91,78,67,86,99,53,98,Yes,"2,853","2,834",37.28,0,-31.3,15.4,,William DeAllaume,,
ECA CN,Encana Corp,0.06,,,92,84,82,67,97,24,90,Yes,"9,000","8,992",76.65,0,-25.6,13.2,,,,
CPG CN,Crescent Point Energy Corp,0.02,,N,92,75,46,95,100,35,97,Yes,"3,657","3,631",36.26,0,-49.0,-225.4,,William DeAllaume,,
TOU CN,Tourmaline Oil Corp,0.03,,N,94,77,84,84,100,17,80,Yes,"5,218","4,857",18.55,0,-27.6,14.4,,William DeAllaume,,
TEN IM,Tenaris Sa,0.04,Yes,O,94,56,95,95,93,16,72,Yes,"15,984","6,287",82.17,0,-9.1,27.3,,William DeAllaume,,
PSK CN,Prairiesky Royalty Ltd,0.03,,,95,60,99,75,89,11,83,,"5,451","4,876",16.89,0,-9.2,87.3,,,,
VII CN,Seven Generations Energy - A,0.03,,,96,68,75,99,100,,90,Yes,"5,114","3,665",28.14,0,-34.4,18.6,,,,
,,,,,30,46,30,39,26,61,37,,,,,,19.2,,,,,
BIRG ID,Bank Of Ireland Group Plc,0.05,,,,,,,,,,,"8,921","8,880",25.74,0,,,,,,
TSU CN,Trisura Group Ltd,0.00,,,,,,,,,,,111,110,,,,,,,,
BAMI IM,Banco Bpm Spa,0.03,,,,,,,,,,,"5,646","5,646",,,,,,,,
JHG,Janus Henderson Group Plc,0.04,,,,,,,,,,,"6,962","6,962",,,,1.3,,,,
TLX GR,Talanx Ag,0.01,,,1,14,7,7,5,81,8,,"10,687","2,244",6.85,0,27.8,10.2,,,,
ASRNL NA,Asr Nederland Nv,0.02,,,1,34,6,1,1,97,64,,"5,763","5,763",24.11,0,64.2,9.6,,,,
III LN,3i Group Plc,0.07,,O,1,4,8,7,1,82,90,,"11,819","11,668",40.07,0,42.4,9.9,,D.J. Neiman,,
8725 JP,Ms&ad Insurance Group Holdin,0.11,,N,1,16,3,20,35,45,60,,"20,322","15,459",63.81,0,14.7,9.0,,Quant Intl,,
LGEN LN,Legal & General Group Plc,0.12,,N,1,5,16,11,1,57,56,,"20,061","20,034",81.32,0,18.4,11.1,,Joel Gomberg,,
SLHN VX,Swiss Life Holding Ag-Reg,0.07,,NO,1,35,4,30,1,55,36,,"11,643","11,538",74.14,0,30.8,11.2,,Quant Intl,,
MIC CN,Genworth Mi Canada Inc,0.01,,N,1,30,1,3,46,83,31,,"2,635","1,169",9.91,0,1.6,8.3,,Daniel Hill,,
ALV GR,Allianz Se-Reg,0.60,,N,1,19,15,7,1,78,16,,"96,486","96,036",400.00,0,33.8,10.9,,Joel Gomberg,,
AMUN FP,Amundi Sa,0.02,,N,2,43,16,2,1,35,45,,"15,721","4,455",17.45,0,51.6,14.3,,Joel Gomberg,,
2356 HK,Dah Sing Banking Group Ltd,0.00,,NO,2,13,10,27,15,71,28,,"3,017",767,2.07,0,17.6,9.3,,Quant Intl,,
BNS CN,Bank Of Nova Scotia,0.46,,NO,2,19,10,14,37,58,2,,"73,650","73,624",209.30,0,-2.2,11.2,,Quant Intl,,
8591 JP,Orix Corp,0.13,Yes,O,2,34,2,21,56,52,17,,"21,360","20,168",70.43,0,2.5,7.2,,Joel Gomberg,,
8630 JP,Sompo Holdings Inc,0.09,,NO,2,22,6,21,27,51,63,,"15,789","12,490",55.75,0,16.7,8.3,,Quant Intl,,
SEBA SS,Skandinaviska Enskilda Ban-A,0.11,,NO,2,31,13,8,6,80,26,,"27,824","21,759",87.95,0,27.8,12.4,,Quant Intl,,
SWEDA SS,Swedbank Ab - A Shares,0.17,,O,2,23,10,11,33,93,18,,"29,836","25,014",107.60,0,14.8,12.2,,Joel Gomberg,,
UOB SP,United Overseas Bank Ltd,0.13,,N,2,27,10,17,4,72,17,,"28,634","24,508",32.90,0,27.5,10.9,,Joel Gomberg,,
ELE FP,Euler Hermes Group,0.01,,,3,22,20,57,1,74,22,,"5,116","1,818",1.87,0,42.2,13.5,,,,
CM CN,Can Imperial Bk Of Commerce,0.23,,NO,3,11,9,16,52,76,13,,"37,358","37,339",184.47,0,-7.1,9.6,,Quant Intl,,
INGA NA,Ing Groep Nv,0.43,,NO,3,45,8,16,1,80,45,,"68,972","68,965",418.93,0,35.3,11.1,,Quant Intl,,
CS FP,Axa Sa,0.34,,O,3,48,3,22,7,71,32,,"70,533","70,326",272.69,0,22.2,9.5,,Joel Gomberg,,
MUV2 GR,Muenchener Rueckver Ag-Reg,0.18,Yes,N,3,30,4,38,14,81,19,,"32,453","31,606",168.69,0,17.6,11.2,,Joel Gomberg,,
ZURN VX,Zurich Insurance Group Ag,0.28,,N,3,17,7,57,8,76,36,,"45,954","45,553",198.03,0,16.6,12.1,,Joel Gomberg,,
OCBC SP,Oversea-Chinese Banking Corp,0.16,,N,3,34,14,17,2,61,21,,"33,829","23,382",42.01,0,38.3,10.8,,Joel Gomberg,,
KN FP,Natixis,0.04,,,4,76,3,4,5,32,75,,"23,323","6,753",34.93,0,36.2,11.6,,,,
ALB SM,Corporacion Financiera Alba,0.01,,,4,43,11,21,1,82,89,,"3,551","1,584",0.80,0,38.9,20.4,,,,
LUMI IT,Bank Leumi Le-Israel,0.05,,,4,45,13,9,3,59,40,,"7,791","7,334",17.81,0,18.5,9.0,,,,
NA CN,National Bank Of Canada,0.09,,N,4,22,18,13,36,42,6,,"15,187","15,156",64.13,0,-2.8,10.0,,Joel Gomberg,,
SDRC LN,Schroders Plc-Non Voting,0.01,,O,4,7,46,10,3,60,20,,"11,515","1,528",24.97,0,24.6,15.7,,Joel Gomberg,,
SDR LN,Schroders Plc,0.03,,O,4,7,46,10,3,60,20,,"11,515","7,109",24.97,0,24.6,15.7,,Joel Gomberg,,
KBC BB,Kbc Groep Nv,0.14,Yes,O,4,33,22,14,3,92,67,,"33,929","22,868",103.96,0,36.0,12.2,,Joel Gomberg,,
CBG LN,Close Brothers Group Plc,0.02,,O,4,7,11,41,19,77,16,,"2,981","2,940",10.39,0,12.6,11.8,,Daniel Hill,,
BNP FP,Bnp Paribas,0.50,Yes,O,4,66,4,5,8,74,41,,"94,655","86,375",470.10,0,26.7,9.8,,Joel Gomberg,,
GCO SM,Grupo Catalana Occidente Sa,0.01,,,5,12,33,52,1,54,40,,"5,277","1,720",2.37,0,36.6,12.5,,,,
INVP LN,Investec Plc,0.03,,,5,32,5,45,25,39,38,,"7,369","4,799",19.57,0,17.3,10.1,,,,
BALN VX,Baloise Holding Ag - Reg,0.05,,,5,30,20,54,1,83,60,,"7,758","7,722",37.23,0,30.5,12.5,,,,
VIG AV,Vienna Insurance Group Ag,0.01,,,5,80,4,8,1,53,47,,"3,797","1,139",2.58,0,38.4,10.9,,,,
DANSKE DC,Danske Bank A/s,0.16,,N,5,51,9,22,1,67,45,,"36,160","27,601",113.65,0,38.2,11.3,,Quant Intl,,
ENX FP,Euronext Nv,0.02,,N,5,1,50,5,12,86,11,,"3,998","3,017",16.07,0,42.6,15.5,,Daniel Hill,,
DNB NO,Dnb Asa,0.12,,NO,5,41,21,9,4,92,32,,"30,425","18,166",71.10,0,35.9,11.2,,Quant Intl,,
BMO CN,Bank Of Montreal,0.30,,NO,5,28,10,22,47,69,6,,"48,001","47,948",174.26,0,-7.3,11.0,,Quant Intl,,
TOP DC,Topdanmark A/s,0.01,,N,5,1,41,9,9,96,49,,"3,519","1,613",6.87,0,32.1,16.6,,Daniel Hill,,
CIX CN,Ci Financial Corp,0.03,Yes,N,6,1,12,32,53,61,7,,"5,783","5,509",20.62,0,-10.9,11.6,,Joel Gomberg,,
JYSK DC,Jyske Bank-Reg,0.02,,N,6,45,12,16,6,79,38,,"5,738","3,932",18.90,0,34.6,11.8,,Daniel Hill,,
SCR FP,Scor Se,0.04,,N,6,48,6,55,1,79,35,,"8,292","6,860",29.21,0,27.7,11.3,,Quant Intl,,
8304 JP,Aozora Bank Ltd,0.03,,NO,7,36,10,22,35,96,46,,"4,567","4,502",20.82,0,10.9,11.5,,Quant Intl,,
HNR1 GR,Hannover Rueck Se,0.05,,N,7,9,15,63,8,91,32,,"14,927","7,430",27.50,0,21.8,11.7,,Joel Gomberg,,
ACA FP,Credit Agricole Sa,0.13,,NO,7,70,5,20,1,35,73,,"50,743","21,953",162.95,0,47.4,11.2,,Quant Intl,,
LLOY LN,Lloyds Banking Group Plc,0.37,,N,7,72,7,4,9,98,72,,"60,176","60,144",248.89,0,16.9,9.0,,Joel Gomberg,,
TD CN,Toronto-Dominion Bank,0.59,Yes,O,7,23,14,31,50,56,3,,"94,858","94,750",275.03,0,-8.1,11.3,,Joel Gomberg,,
US IM,Unipolsai Assicurazioni Spa,0.01,,,8,84,3,3,15,75,40,,"6,449","1,869",12.85,0,12.6,10.2,,,,
DBS SP,Dbs Group Holdings Ltd,0.17,,N,8,25,8,80,5,47,26,,"38,617","27,252",66.05,0,35.1,10.0,,Joel Gomberg,,
AZM IM,Azimut Holding Spa,0.02,Yes,O,8,20,33,31,10,59,48,,"3,089","2,857",29.10,0,38.9,12.6,,Daniel Hill,,
BAER VX,Julius Baer Group Ltd,0.07,,N,8,41,42,4,5,39,25,,"12,421","12,009",93.17,0,28.7,13.4,,Joel Gomberg,,
DLG LN,Direct Line Insurance Group,0.04,,N,8,24,24,23,39,53,44,,"6,772","6,762",36.60,0,9.8,12.6,,D.J. Neiman,,
CNP FP,Cnp Assurances,0.02,,NO,8,49,4,77,1,56,23,,"16,030","3,478",15.87,0,34.7,10.8,,Quant Intl,,
SAMPO FH,Sampo Oyj-A Shs,0.15,Yes,O,8,10,45,33,2,88,12,,"29,509","23,318",57.70,0,27.1,15.1,,Joel Gomberg,,
IGM CN,Igm Financial Inc,0.02,,N,8,12,21,36,33,75,7,,"7,932","2,736",11.53,0,3.4,12.0,,Quant Intl,,
8253 JP,Credit Saison Co Ltd,0.02,,,9,46,8,16,47,76,57,,"3,432","2,899",16.30,0,8.9,8.4,,,,
GAM SW,Gam Holding Ag,0.01,,,9,56,33,4,2,98,60,,"2,458","2,412",8.82,0,42.5,14.8,,,,
AGN NA,Aegon Nv,0.06,,,9,81,1,36,30,80,51,,"12,100","10,320",59.78,0,3.7,7.8,,,,
GLE FP,Societe Generale Sa,0.25,,,10,74,1,51,10,35,60,,"44,831","43,197",329.77,0,24.6,9.3,,,,
JLT LN,Jardine Lloyd Thompson Group,0.01,,,10,4,54,18,5,30,18,,"3,307","1,971",2.16,0,30.2,16.7,,,,
POW CN,Power Corp Of Canada,0.06,,,10,51,5,29,45,32,34,,"11,329","8,211",30.54,0,-5.1,9.7,,,,
RY CN,Royal Bank Of Canada,0.67,Yes,O,10,11,19,48,33,65,9,,"107,919","107,866",300.98,0,-3.0,11.8,,Joel Gomberg,,
SAGA LN,Saga Plc,0.02,,N,10,14,30,35,26,56,3,,"2,860","2,849",10.58,0,16.3,12.7,,Daniel Hill,,
JUP LN,Jupiter Fund Management,0.02,Yes,O,10,1,40,29,9,50,14,,"3,104","2,668",13.81,0,34.5,14.6,,Daniel Hill,,
WBC AU,Westpac Banking Corp,0.53,,,11,25,25,24,46,91,2,,"87,139","85,381",211.12,0,12.8,13.2,,,,
BLKB SW,Basellands Kantonalbank-Cert,0.00,,,11,39,6,,39,58,,,"2,024",532,0.21,0,9.0,,,,,
MB IM,Mediobanca Spa,0.04,,,11,71,3,26,9,70,33,,"8,913","8,469",33.69,0,27.2,10.1,,,,
BEZ LN,Beazley Plc (Uk) Ord Gbp0.05,0.02,,O,11,9,49,46,1,50,49,,"3,504","3,462",8.18,0,45.3,15.8,,D.J. Neiman,,
SLA LN,Standard Life Aberdeen Plc,0.09,,N,11,32,33,22,10,35,41,,"16,407","16,379",54.11,0,28.0,14.1,,Joel Gomberg,,
BME SM,Bolsas Y Mercados Espanoles,0.02,,N,11,1,45,22,17,93,11,,"3,028","3,007",5.30,0,23.5,16.0,,Daniel Hill,,
8750 JP,Dai-Ichi Life Holdings Inc,0.11,,N,11,26,10,58,49,80,53,,"19,551","18,154",98.60,0,5.9,10.5,,Quant Intl,,
IAG CN,Industrial Alliance Insuranc,0.03,,NO,11,42,22,9,40,54,6,,"4,538","4,516",14.38,0,0.8,10.2,,Quant Intl,,
LUNDB SS,Lundbergs Ab-B Shs,0.02,,,12,8,35,,9,,,,"9,514","2,799",7.40,0,29.0,,,,,
IGG LN,Ig Group Holdings Plc,0.02,Yes,N,12,1,42,15,58,92,76,,"3,160","3,154",12.00,0,34.4,15.1,,Daniel Hill,,
SREN VX,Swiss Re Ag Chf0.10,0.18,,N,12,36,2,89,29,85,54,,"32,088","29,366",194.40,0,6.5,10.7,,Joel Gomberg,,
ISP IM,Intesa Sanpaolo,0.25,Yes,N,12,71,4,42,2,60,64,,"56,042","43,821",574.29,0,42.2,12.0,,Joel Gomberg,,
ISPR IM,Intesa Sanpaolo-Rsp,0.02,Yes,N,12,71,4,42,2,60,64,,"56,042","2,937",574.29,0,42.2,12.0,,Joel Gomberg,,
8411 JP,Mizuho Financial Group Inc,0.27,,NO,12,40,2,75,59,95,39,,"43,589","39,521",192.81,0,0.2,8.6,,Quant Intl,,
BMED IM,Banca Mediolanum Spa,0.01,,,13,8,21,66,24,80,36,,"6,285","2,110",12.46,0,24.9,14.1,,,,
BEKN SW,Berner Kantonalbank Ag-Reg,0.00,,,13,45,7,40,38,86,4,,"1,755",832,0.33,0,8.0,15.1,,,,
MAP SM,Mapfre Sa,0.02,,,13,64,6,36,5,73,44,,"10,981","3,431",41.39,0,25.7,10.3,,,,
POLI IT,Bank Hapoalim Bm,0.04,,,13,41,5,76,15,35,40,,"9,011","7,197",20.44,0,19.4,8.7,,,,
8766 JP,Tokio Marine Holdings Inc,0.17,,O,13,10,11,78,49,59,11,,"30,559","27,405",93.00,0,3.1,11.0,,Joel Gomberg,,
SHBA SS,Svenska Handelsbanken-A Shs,0.13,,N,13,24,33,29,40,90,5,,"27,811","19,295",78.59,0,12.1,13.6,,Joel Gomberg,,
SHBB SS,Svenska Handelsbanken-B Shs,0.00,,N,13,24,33,29,40,90,5,,"27,811",371,78.59,0,12.1,13.6,,Joel Gomberg,,
8308 JP,Resona Holdings Inc,0.07,,N,13,43,4,59,53,99,57,,"11,646","11,400",62.29,0,1.0,7.9,,Joel Gomberg,,
ASHM LN,Ashmore Group Plc,0.01,Yes,N,13,2,60,9,37,83,34,,"3,291","1,889",7.26,0,34.2,18.6,,Daniel Hill,,
ICP LN,Intermediate Capital Group,0.02,,O,13,27,57,24,2,95,21,,"3,295","3,044",14.94,0,39.2,15.2,,D.J. Neiman,,
MQG AU,Macquarie Group Ltd,0.13,Yes,O,13,27,24,33,38,69,22,,"23,666","23,388",80.37,0,11.9,12.8,,Joel Gomberg,,
NDA SS,Nordea Bank Ab,0.25,,N,13,36,13,55,12,90,9,,"52,369","39,669",148.36,0,21.2,11.9,,Quant Intl,,
8316 JP,Sumitomo Mitsui Financial Gr,0.31,Yes,O,13,34,6,60,58,95,42,,"52,484","44,002",245.29,0,0.5,8.4,,Joel Gomberg,,
PGHN VX,Partners Group Holding Ag,0.07,Yes,O,13,1,79,11,1,52,32,,"17,364","4,219",69.82,0,39.3,26.6,,Joel Gomberg,,
11 HK,Hang Seng Bank Ltd,0.10,,N,13,7,63,15,11,51,20,,"42,677","16,157",19.93,0,18.4,16.4,,Joel Gomberg,,
BGN IM,Banca Generali Spa,0.01,,O,13,6,66,17,5,49,37,,"3,975","2,647",17.58,0,50.4,15.3,,Daniel Hill,,
NN NA,Nn Group Nv,0.08,,,14,89,1,26,14,6,62,,"13,416","12,044",75.87,0,22.5,9.4,,,,
SLF CN,Sun Life Financial Inc,0.14,,,14,27,17,44,59,52,8,,"23,401","23,392",69.82,0,-13.0,11.2,,,,
GWO CN,Great-West Lifeco Inc,0.05,,,14,17,22,58,45,50,14,,"27,335","7,727",22.11,0,-4.5,11.3,,,,
NAB AU,National Australia Bank Ltd,0.40,,,14,44,10,36,39,92,3,,"65,293","65,142",152.41,0,12.9,12.5,,,,
GJF NO,Gjensidige Forsikring Asa,0.02,,N,14,5,30,40,49,89,15,,"8,470","2,830",11.45,0,14.4,15.8,,D.J. Neiman,,
PFG LN,Provident Financial Plc,0.01,,N,15,15,5,92,71,74,76,Yes,"1,254","1,243",33.42,0,-20.0,5.4,,D.J. Neiman,,
PRU LN,Prudential Plc,0.37,Yes,O,15,10,53,63,1,8,51,,"59,919","59,881",159.05,0,20.2,12.1,,Joel Gomberg,,
SAB SM,Banco De Sabadell Sa,0.08,,,16,73,7,47,1,22,55,,"12,223","11,333",47.43,0,61.6,11.8,,,,
RBI AV,Raiffeisen Bank Internationa,0.02,,NO,16,70,12,17,5,31,63,,"10,159","4,186",21.69,0,60.2,10.3,,Quant Intl,,
HSX LN,Hiscox Ltd,0.03,Yes,O,16,16,64,35,2,36,44,,"4,748","4,654",13.95,0,43.5,17.7,,D.J. Neiman,,
ABN NA,Abn Amro Group Nv-Cva,0.06,,,17,55,17,31,8,45,60,,"26,855","26,855",94.16,0,29.6,10.7,,,,
MZTF IT,Mizrahi Tefahot Bank Ltd,0.01,,O,17,45,16,64,3,59,17,,"4,161","3,226",6.04,0,24.5,9.9,,Daniel Hill,,
BBVA SM,Banco Bilbao Vizcaya Argenta,0.36,Yes,O,18,68,12,31,3,50,45,,"58,456","58,322",354.29,0,38.1,10.8,,Joel Gomberg,,
TRI CN,Thomson Reuters Corp,0.08,,N,18,46,54,2,44,60,11,,"32,883","12,116",67.98,0,6.9,17.4,,Daniel Hill,,
LATOB SS,Investment Ab Latour-B Shs,0.01,,,19,9,54,,7,42,,,"7,669","1,787",1.70,0,37.3,,,,,
8418 JP,Yamaguchi Financial Group In,0.02,,,19,62,23,6,36,92,25,,"3,013","2,133",8.32,0,8.8,9.8,,,,
8570 JP,Aeon Financial Service Co Lt,0.02,,,20,43,33,18,38,69,38,,"4,779","2,224",13.91,0,24.3,12.4,,,,
2388 HK,Boc Hong Kong Holdings Ltd,0.11,,NO,20,16,65,44,4,54,38,,"52,214","17,722",57.83,0,37.7,13.3,,Joel Gomberg,,
MFC CN,Manulife Financial Corp,0.24,,,21,55,25,15,30,33,21,,"38,655","38,644",135.20,0,0.1,10.2,,,,
TRYG DC,Tryg A/s,0.02,,N,21,1,58,40,17,93,22,,"6,323","2,347",14.46,0,33.3,17.4,,D.J. Neiman,,
CBA AU,Commonwealth Bank Of Austral,0.66,,N,21,23,36,58,31,90,3,,"106,834","106,473",252.03,0,16.2,13.1,,Joel Gomberg,,
AV/ LN,Aviva Plc,0.17,,N,21,71,14,42,1,78,26,,"26,767","26,760",94.49,0,20.2,9.2,,Joel Gomberg,,
HELN SW,Helvetia Holding Ag-Reg,0.02,,,22,52,9,63,23,72,20,,"5,602","3,432",12.61,0,7.2,10.4,,,,
BPI PL,Banco Bpi Sa.- Reg Shs,0.00,,,22,87,2,14,59,82,81,,"1,842",26,0.09,0,4.8,5.1,,,,
PWF CN,Power Financial Corp,0.04,,,22,42,13,60,43,49,7,,"19,178","6,581",20.10,0,-4.8,9.9,,,,
MPL AU,Medibank Private Ltd,0.04,,N,22,3,47,44,44,95,15,,"5,828","5,813",22.38,0,7.9,17.4,,Daniel Hill,,
ADM LN,Admiral Group Plc,0.03,Yes,N,22,1,55,43,23,41,26,,"7,162","5,423",27.60,0,21.7,17.1,,D.J. Neiman,,
FBK IM,Finecobank Spa,0.02,,O,22,7,79,34,2,86,10,,"5,091","3,029",25.19,0,62.0,18.2,,D.J. Neiman,,
CABK SM,Caixabank S.a,0.11,,,23,79,12,31,1,8,63,,"30,812","17,989",154.85,0,60.1,12.0,,,,
BOQ AU,Bank Of Queensland Ltd,0.02,,,23,56,10,44,41,89,9,,"3,907","3,862",16.53,0,17.6,13.3,,,,
GE SP,Great Eastern Holdings Ltd,0.02,,,24,21,75,30,9,59,10,,"9,179","1,045",0.55,0,33.4,16.0,,,,
8473 JP,Sbi Holdings Inc,0.02,,N,24,65,13,17,56,88,72,,"3,184","2,761",15.62,0,13.3,10.3,,Quant Intl,,
MELK SS,Melker Schorling Ab,0.00,,,25,1,44,,60,,21,,"7,626",443,0.70,0,9.3,167.9,,,,
8309 JP,Sumitomo Mitsui Trust Holdin,0.08,,N,25,51,4,74,65,42,39,,"13,625","10,288",54.52,0,3.8,9.0,,Joel Gomberg,,
7182 JP,Japan Post Bank Co Ltd,0.03,,,26,55,22,26,40,81,46,,"57,199","5,160",16.99,0,8.6,15.5,,,,
EBS AV,Erste Group Bank Ag,0.07,,NO,26,70,26,29,1,73,50,,"17,773","12,591",44.45,0,46.3,12.1,,Joel Gomberg,,
UQA AV,Uniqa Insurance Group Ag,0.01,,,27,74,6,74,2,39,74,,"3,040","1,211",3.26,0,43.8,11.8,,,,
SAN SM,Banco Santander Sa,0.63,,N,27,59,18,61,3,51,37,,"102,966","101,996",789.55,0,35.1,10.8,,Joel Gomberg,,
CYBG LN,Cybg Plc,0.02,,,28,91,7,4,40,5,64,,"3,292","3,290",6.04,0,1.3,13.5,,,,
PST IM,Poste Italiane Spa,0.02,,,28,85,7,16,26,29,63,,"9,359","3,341",26.73,0,16.7,9.5,,,,
G IM,Assicurazioni Generali,0.15,,,28,56,19,57,9,64,32,,"28,122","21,823",109.59,0,27.0,9.7,,,,
ANZ AU,Aust And Nz Banking Group,0.43,Yes,N,28,49,22,41,43,70,6,,"69,354","68,758",169.57,0,12.0,12.6,,Joel Gomberg,,
IAG AU,Insurance Australia Group,0.07,,,30,21,44,84,14,81,44,,"11,621","10,960",42.54,0,26.9,15.7,,,,
8358 JP,Suruga Bank Ltd,0.02,Yes,O,30,14,73,21,60,83,13,,"4,907","4,233",16.17,0,9.4,11.7,,D.J. Neiman,,
RF FP,Eurazeo Sa,0.02,,N,31,43,56,46,2,50,78,,"6,065","4,558",29.76,0,47.2,20.2,,D.J. Neiman,,
IFC CN,Intact Financial Corp,0.07,Yes,N,31,21,47,67,46,20,32,,"10,909","10,494",26.69,0,-5.7,14.0,,Joel Gomberg,,
BSKP SW,Basler Kantonalbk - Pc,0.00,,,32,62,17,,18,29,,,"3,014",309,0.26,0,16.9,,,,,
HCG CN,Home Capital Group Inc,0.00,,,32,42,25,38,80,82,82,,844,788,22.04,0,-58.3,9.1,,,,
HAL NA,Hal Trust,0.10,,,33,32,64,26,36,73,49,,"16,171","16,149",1.09,0,14.9,21.3,,,,
GLJ GR,Grenke Ag,0.01,,O,33,15,91,17,11,29,4,,"3,993","2,267",5.23,0,65.0,23.7,,Daniel Hill,,
8306 JP,Mitsubishi Ufj Financial Gro,0.49,Yes,O,34,56,9,73,49,76,26,,"85,589","70,606",390.23,0,3.8,8.7,,Joel Gomberg,,
8359 JP,Hachijuni Bank Ltd/the,0.02,,,36,73,39,5,37,96,54,,"3,084","2,623",7.15,0,12.1,15.3,,,,
BEN AU,Bendigo And Adelaide Bank,0.03,,,36,60,22,30,60,77,22,,"4,639","4,622",20.75,0,0.4,13.2,,,,
DB1 GR,Deutsche Boerse Ag,0.12,,N,36,7,69,76,5,63,14,,"20,371","19,460",80.71,0,32.7,16.7,,Daniel Hill,,
8410 JP,Seven Bank Ltd,0.02,,N,36,9,70,62,22,77,2,,"4,491","2,279",20.32,0,38.6,17.0,,Daniel Hill,,
BCVN SW,Banque Cantonale Vaudois-Reg,0.01,,N,37,40,70,29,11,94,2,,"6,199","2,028",4.72,0,18.7,18.8,,D.J. Neiman,,
8586 JP,Hitachi Capital Corp,0.01,,N,37,67,6,64,69,64,21,,"2,972","1,728",9.70,0,-2.9,8.1,,Daniel Hill,,
RBS LN,Royal Bank Of Scotland Group,0.07,,,39,98,11,2,8,54,81,,"38,996","11,359",38.15,0,16.7,10.3,,,,
ASX AU,Asx Ltd,0.05,,N,40,11,63,71,40,83,1,,"8,336","8,250",18.71,0,18.4,22.5,,Daniel Hill,,
8385 JP,Iyo Bank Ltd/the,0.01,,,41,68,39,21,23,97,41,,"2,470","1,970",6.16,0,19.5,13.1,,,,
SOF BB,Sofina,0.01,,,41,60,22,,44,31,,,"5,046","2,224",1.89,0,13.0,,,,,
