SYMBOL,COMPANY,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
6479 JP,Minebea Mitsumi Inc,,O,1,14,50,1,4,44,69,,"7,137","6,677",58.48,0,77.0,14.7,,Anil Daka,,
3808 HK,Sinotruk Hong Kong Ltd,,N,2,31,6,5,50,5,94,,"2,946",707,5.15,0,44.8,13.8,,Greg Scolaro,,
LIGHT NA,Philips Lighting Nv,,NO,2,20,8,24,9,76,61,,"5,526","3,222",31.18,0,56.6,12.1,,Anil Daka,,
QAN AU,Qantas Airways Ltd,,N,2,29,8,18,3,49,63,,"8,224","8,186",52.84,0,80.0,10.3,,Anil Daka,,
TAVHL TI,Tav Havalimanlari Holding As,,N,2,14,15,28,3,25,68,,"2,154",987,7.73,0,58.9,7.9,,Taylor Cope,,
RHM GR,Rheinmetall Ag,,N,3,27,24,8,8,47,41,,"4,533","4,316",26.52,0,50.9,13.9,,Anil Daka,,
5393 JP,Nichias Corp,,O,3,20,13,21,20,73,55,,"1,558","1,376",6.67,0,27.7,11.4,,Taylor Cope,,
HAS LN,Hays Plc,,N,3,16,28,6,23,41,46,,"3,199","3,187",12.56,0,20.1,16.1,,Taylor Cope,,
MAN,Manpowergroup Inc,,N,3,27,27,2,19,56,30,,"7,231","7,196",59.72,0,20.3,14.3,,Anil Daka,,
2128 HK,China Lesso Group Holdings Ltd,,N,4,26,3,34,65,74,8,,"2,184",687,2.67,0,10.7,6.1,,Bryan Shea,,
1893 JP,Penta-Ocean Construction Co Ltd,,N,4,22,10,23,42,41,69,,"1,659","1,613",11.24,0,24.3,9.7,,Quant Intl,,
576 HK,Zhejiang Expressway Co Ltd,,N,4,37,6,18,35,62,37,,"5,560","1,836",5.57,0,35.7,10.7,,Anil Daka,,
FI/N SW,Georg Fischer Ag,,N,4,20,48,3,13,73,38,,"4,754","4,712",26.80,0,39.7,17.0,,Taylor Cope,,
3339 HK,Lonking Holdings Ltd,,N,4,27,26,4,30,31,84,,"1,373",606,2.78,0,55.0,13.4,,Greg Scolaro,,
YZJSGD SP,Yangzijiang Shipbuilding Holdings Ltd,,NO,5,37,17,14,6,85,73,,"4,447","2,469",18.48,0,76.1,13.9,,Quant Intl,,
1882 HK,Haitian International Holdings Ltd,,O,5,14,56,2,28,46,40,,"4,456","1,767",4.94,0,47.7,13.6,,Taylor Cope,,
1883 JP,Maeda Road Construction Co Ltd,,N,5,28,6,,15,82,24,,"1,839","1,139",6.02,0,25.4,9.7,,Quant Intl,,
MT IM,Maire Tecnimont Spa,,NO,5,26,43,10,2,17,84,,"1,812",634,8.11,0,103.7,14.0,,Taylor Cope,,
6370 JP,Kurita Water Industries Ltd,,N,5,22,46,6,8,83,19,,"3,323","3,000",9.40,0,32.3,23.9,,Taylor Cope,,
JBLU,Jetblue Airways Corp,Yes,N,5,15,25,23,20,60,49,,"6,677","6,642",100.94,0,-1.6,9.1,,Anil Daka,,
CMI,Cummins Inc,Yes,NO,5,10,45,5,13,70,30,,"25,663","24,966",214.49,0,24.0,14.0,,Anil Daka,,
CAT,Caterpillar Inc,Yes,NO,5,34,57,1,21,30,54,,"68,446","68,332",443.51,0,26.0,17.5,,Andrew Siepker,,
6503 JP,Mitsubishi Electric Corp,,N,6,19,32,7,50,64,38,,"32,214","29,203",83.14,0,11.2,13.5,,Andrew Siepker,,
SAF FP,Safran Sa,Yes,O,6,8,51,11,5,57,44,,"41,084","34,537",150.87,0,31.8,18.5,,Andrew Siepker,,
GFRD LN,Galliford Try Plc,,N,6,51,7,5,61,33,43,,"1,468","1,450",6.69,0,12.9,8.2,,Alaina Anderson,,
URI,United Rentals Inc,Yes,NO,6,22,34,7,51,50,60,,"9,506","9,435",168.92,0,13.4,10.1,,Anil Daka,,
DFDS DC,Dfds A/s,,N,7,13,33,15,27,42,51,,"3,278","1,918",8.14,0,23.8,11.5,,Taylor Cope,,
1951 JP,Kyowa Exeo Corp,,NO,7,51,19,3,25,60,34,,"2,182","1,416",6.24,0,20.0,11.1,,Alaina Anderson,,
9065 JP,Sankyu Inc,,N,7,37,18,13,19,46,25,,"2,494","2,050",8.59,0,19.2,11.8,,Taylor Cope,,
KECI IN,Kec International Ltd,,O,7,27,51,10,2,14,73,,"1,192",675,4.25,0,129.9,16.3,,Bryan Shea,,
9933 TT,Ctci Corp,,NO,7,7,4,83,39,46,37,,"1,204",819,1.84,0,19.7,12.4,,Bryan Shea,,
6412 TT,Chicony Power Technology Co Ltd,,O,8,10,9,73,22,29,14,,745,245,2.69,0,38.3,11.4,,Greg Scolaro,,
BAW SJ,Barloworld Ltd,,N,8,40,5,35,44,35,20,,"1,944","1,746",5.69,0,13.3,11.0,,Taylor Cope,,
ADEN VX,Adecco Group Ag,Yes,N,8,24,17,45,21,76,38,,"12,599","12,028",131.79,0,18.7,12.1,,Andrew Siepker,,
6407 JP,Ckd Corp,,N,8,40,35,4,14,34,69,,"1,131",834,6.86,0,59.3,12.1,,Taylor Cope,,
TTRAK TI,Turk Traktor Ve Ziraat Makineleri As,,N,8,6,20,30,57,49,52,,"1,266",316,1.74,0,17.9,10.6,,Greg Scolaro,,
9744 JP,Meitec Corp,,N,9,3,30,34,21,74,40,,"1,401","1,210",4.94,0,21.5,18.0,,Taylor Cope,,
2386 HK,Sinopec Engineering Group Co Ltd,,N,9,23,4,72,65,45,58,,"4,164","1,140",3.83,0,9.8,10.8,,Alaina Anderson,,
DOW AU,Downer Edi Ltd,,N,9,31,17,18,50,66,42,,"3,204","3,156",16.40,0,16.8,18.9,,Taylor Cope,,
PAGE LN,Pagegroup Plc,,NO,9,4,47,15,16,49,53,,"2,042","1,938",8.01,0,36.3,17.3,,Quant Intl,,
VOLVB SS,Volvo Ab,,N,9,44,31,10,3,26,71,,"36,903","23,691",159.10,0,50.1,13.7,,Andrew Siepker,,
BA,Boeing Co/the,Yes,O,9,2,44,27,6,28,29,,"141,712","133,191",743.10,0,57.5,22.2,,Andrew Siepker,,
LOG SM,Cia De Distribucion Integral Logista Holdings Sa,,N,10,7,8,80,28,50,25,,"3,302",974,3.65,0,13.2,15.4,,Taylor Cope,,
6383 JP,Daifuku Co Ltd,,O,10,36,65,2,4,3,74,,"5,229","4,529",28.28,0,59.8,24.2,,Taylor Cope,,
694 HK,Beijing Capital International Airport Co Ltd,,O,10,26,40,15,23,27,67,,"6,629","2,190",7.21,0,57.4,14.4,,Anil Daka,,
8422 TT,Cleanaway Co Ltd,,N,11,1,21,44,50,76,12,,604,402,1.04,0,19.8,12.1,,Greg Scolaro,,
INDIGO IN,Interglobe Aviation Ltd,,N,11,3,72,7,8,24,55,,"6,930",871,12.33,0,65.6,15.3,,Greg Scolaro,,
NOLAB SS,Nolato Ab,,N,12,21,71,9,6,44,38,,"1,082",688,1.19,0,55.5,19.0,,Taylor Cope,,
1537 TT,Kung Long Batteries Industrial Co Ltd,,O,13,9,20,50,56,45,38,,421,285,1.45,0,9.8,11.2,,Greg Scolaro,,
DPW GR,Deutsche Post Ag,,N,13,16,45,38,8,58,33,,"50,307","39,773",173.30,0,20.6,14.5,,Andrew Siepker,,
SAND SS,Sandvik Ab,,N,13,13,60,19,9,67,53,,"20,148","17,431",122.68,0,29.5,16.7,,Andrew Siepker,,
LOOMB SS,Loomis Ab,,O,13,15,34,44,22,58,34,,"2,658","2,532",12.63,0,29.0,14.8,,Taylor Cope,,
BOY LN,Bodycote Plc,,N,13,14,65,13,15,50,49,,"2,275","2,269",8.02,0,50.9,19.4,,Taylor Cope,,
6371 JP,Tsubakimoto Chain Co,,N,13,35,8,59,38,82,28,,"1,487","1,238",4.72,0,10.5,9.6,,Taylor Cope,,
HWDN LN,Howden Joinery Group Plc,,N,13,2,44,20,48,78,16,,"3,393","3,366",24.10,0,20.3,13.8,,Dan Su,,
LMT,Lockheed Martin Corp,Yes,N,13,5,64,11,20,55,6,,"87,780","73,179",284.52,0,17.7,21.4,,Andrew Siepker,,
GGG,Graco Inc,,N,13,1,90,1,10,50,25,,"6,382","6,291",33.42,0,38.4,24.4,,Taylor Cope,,
RYA ID,Ryanair Holdings Plc,Yes,O,14,20,72,21,2,41,48,,"26,201","24,979",111.86,0,38.7,12.8,,Andrew Siepker,,
CPA,Copa Holdings Sa,Yes,O,14,25,52,30,4,69,42,,"5,156","3,815",39.67,0,40.1,12.3,,Anil Daka,,
OMAB MM,Grupo Aeroportuario Del Centro Norte Sab De Cv,,O,14,6,51,19,36,38,46,,"2,426","1,330",9.16,0,51.3,18.2,,Anil Daka,,
QQ/ LN,Qinetiq Group Plc,,N,14,20,32,34,55,84,32,,"1,712","1,710",14.59,0,-1.6,13.9,,Taylor Cope,,
EZJ LN,Easyjet Plc,Yes,O,15,46,38,8,15,61,52,,"6,592","4,360",76.84,0,42.6,12.9,,Anil Daka,,
1308 HK,Sitc International Holdings Co Ltd,,N,15,33,37,25,14,40,45,,"2,403","1,116",2.19,0,40.5,11.4,,Greg Scolaro,,
AALB NA,Aalberts Industries Nv,,N,16,26,64,12,13,56,14,,"4,900","4,240",23.53,0,34.5,16.7,,Anil Daka,,
1861 JP,Kumagai Gumi Co Ltd,,NO,16,63,8,24,26,72,63,,"1,204","1,100",13.38,0,38.1,7.0,,Quant Intl,,
SU FP,Schneider Electric Se,Yes,N,16,26,39,28,33,77,5,,"47,788","43,913",177.11,0,16.1,15.7,,Andrew Siepker,,
PFV GR,Pfeiffer Vacuum Technology Ag,,N,16,18,73,27,2,32,43,,"1,598",990,7.75,0,82.7,19.4,,Taylor Cope,,
6457 JP,Glory Ltd,,N,16,30,19,47,46,39,25,,"2,298","1,969",5.48,0,6.0,16.7,,Taylor Cope,,
DUE GR,Duerr Ag,,N,17,12,41,62,9,63,42,,"4,016","2,841",30.00,0,55.7,17.0,,Anil Daka,,
753 HK,Air China Ltd,,N,17,41,22,30,29,38,77,,"17,614","1,492",10.41,0,43.7,9.0,,Andrew Siepker,,
FGP LN,Firstgroup Plc,,N,17,59,4,58,26,53,25,,"1,803","1,800",6.27,0,18.5,7.9,,Taylor Cope,,
NOEJ GR,Norma Group Se,Yes,O,17,37,52,6,33,72,13,,"1,945","1,896",10.55,0,44.0,15.0,,Taylor Cope,,
WSU GR,Washtec Ag,,O,17,8,87,4,7,55,66,,"1,132",786,2.08,0,56.6,23.2,,Taylor Cope,,
FHZN SW,Flughafen Zurich Ag,,N,17,21,79,27,1,74,19,,"7,841","4,831",24.45,0,38.6,28.3,,Anil Daka,,
AENA SM,Aena Sa,,O,18,16,76,22,3,77,36,,"28,826","14,125",91.32,0,43.6,19.5,,Andrew Siepker,,
177 HK,Jiangsu Expressway Co Ltd,,N,18,16,39,40,47,69,10,,"7,233","1,764",3.97,0,18.3,12.7,,Anil Daka,,
SGC LN,Stagecoach Group Plc,,N,18,12,8,87,76,89,40,Yes,"1,285",948,7.26,0,-10.7,8.8,,Taylor Cope,,
7943 JP,Nichiha Corp,,N,18,16,36,79,4,67,82,,"1,296",923,3.95,0,42.6,13.0,,Taylor Cope,,
IR,Ingersoll-Rand Plc,,N,18,21,45,64,5,61,13,,"21,846","21,733",142.28,0,19.1,16.4,,Andrew Siepker,,
FAST,Fastenal Co,Yes,N,18,5,72,4,73,61,3,,"11,922","11,878",146.58,0,-5.4,19.5,,Anil Daka,,
VWS DC,Vestas Wind Systems A/s,Yes,N,19,3,43,51,24,59,80,,"19,428","19,410",130.79,0,51.6,14.8,,Andrew Siepker,,
BSS IM,Biesse Spa,,N,19,13,64,51,2,7,85,,"1,090",452,3.30,0,91.4,21.0,,Taylor Cope,,
CCRO3 BZ,Ccr Sa,Yes,O,19,17,39,48,46,71,38,,"11,004","6,106",25.87,0,11.6,17.0,,Andrew Siepker,,
FERG LN,Wolseley Plc,Yes,O,19,17,32,50,62,40,29,,"15,137","15,119",71.34,0,-3.0,14.3,,Andrew Siepker,,
HON,Honeywell International Inc,Yes,O,19,10,64,32,11,69,2,,"104,122","103,799",333.99,0,19.3,17.6,,Andrew Siepker,,
RTN,Raytheon Co,Yes,O,19,15,65,32,10,60,3,,"52,018","51,919",229.18,0,22.4,20.9,,Andrew Siepker,,
3665 TT,Bizlink Holding Inc,,N,20,22,65,17,34,17,38,,892,756,19.47,0,41.6,16.4,,Greg Scolaro,,
ITRK LN,Intertek Group Plc,,O,20,8,82,7,21,61,11,,"10,185","10,164",37.60,0,32.6,24.4,,Anil Daka,,
SNR LN,Senior Plc,,N,20,36,45,14,41,61,28,,"1,480","1,478",6.52,0,36.5,17.8,,Taylor Cope,,
ALFA SS,Alfa Laval Ab,Yes,N,20,18,76,23,5,92,52,,"9,573","6,764",54.84,0,37.7,20.8,,Andrew Siepker,,
IMI LN,Imi Plc,Yes,N,20,13,61,25,33,88,17,,"4,063","4,060",17.70,0,25.9,16.6,,Anil Daka,,
PRY IM,Prysmian Spa,,NO,20,17,66,24,20,68,32,,"6,739","6,267",54.98,0,23.7,15.1,,Anil Daka,,
LUV,Southwest Airlines Co,Yes,N,20,8,51,58,7,32,48,,"31,981","29,345",288.64,0,13.9,11.0,,Anil Daka,,
UNP,Union Pacific Corp,Yes,O,20,8,62,25,32,44,4,,"85,009","84,842",380.49,0,0.7,16.3,,Anil Daka,,
NOC,Northrop Grumman Corp,Yes,NO,20,12,70,20,18,65,9,,"47,496","47,017",175.36,0,14.4,20.0,,Andrew Siepker,,
VACN SW,Vat Group Ag,,N,21,22,81,21,3,4,56,,"4,026","1,711",13.15,0,61.5,25.9,,Taylor Cope,,
SMIN LN,Smiths Group Plc,,NO,21,11,55,35,30,77,13,,"8,004","7,975",38.58,0,16.1,16.1,,Anil Daka,,
8341 TT,Sunny Friend Environmental Technology Co Ltd,,O,21,3,74,13,33,27,31,,640,324,3.12,0,51.2,22.5,,Greg Scolaro,,
IJ SS,Intrum Justitia Ab,,O,21,33,29,32,61,60,54,,"3,989","3,761",27.80,0,-0.3,11.4,,Daniel Hill,,
CNR CN,Canadian National Railway Co,Yes,O,21,6,77,23,7,39,2,,"60,430","60,342",161.43,0,1.6,17.7,,Anil Daka,,
ST,Sensata Technologies Holding Nv,,N,21,35,53,11,41,62,4,,"7,443","7,407",63.56,0,15.4,12.7,,Anil Daka,,
ITW,Illinois Tool Works Inc,Yes,N,21,7,71,25,15,70,8,,"47,448","39,540",175.57,0,16.1,19.2,,Andrew Siepker,,
TKR,Timken Co/the,,NO,21,39,48,14,23,57,51,,"3,472","3,124",37.80,0,15.8,14.4,,Anil Daka,,
MTX GR,Mtu Aero Engines Ag,Yes,O,22,48,55,11,5,42,25,,"7,366","7,283",38.99,0,28.8,15.1,,Anil Daka,,
KNIN VX,Kuehne + Nagel International Ag,Yes,N,22,2,77,31,4,59,29,,"21,126","9,711",80.49,0,35.3,24.8,,Andrew Siepker,,
8001 JP,Itochu Corp,,N,22,61,6,54,26,72,25,,"26,551","23,556",73.84,0,18.6,6.7,,William DeAllaume,,
CASH SM,Prosegur Cash Sa,,N,22,16,48,39,,48,11,,"4,221","1,055",3.32,0,22.1,14.6,,Taylor Cope,,
SISE TI,Turkiye Sise Ve Cam Fabrikalari As,,O,22,71,21,11,10,31,59,,"2,805",969,5.45,0,32.2,10.9,,Taylor Cope,,
INDT SS,Indutrade Ab,Yes,O,22,22,74,11,39,23,22,,"2,948","2,172",5.13,0,23.8,15.7,,Taylor Cope,,
CPI LN,Capita Plc,Yes,N,22,25,13,82,63,87,44,,"5,537","5,533",35.97,0,38.0,11.9,,Anil Daka,,
6273 JP,Smc Corp/japan,Yes,N,22,26,80,5,32,68,51,,"22,812","21,410",69.63,0,34.4,19.3,,Andrew Siepker,,
ABE SM,Abertis Infraestructuras Sa,Yes,N,22,56,39,19,4,58,53,,"19,475","14,505",73.01,0,43.0,15.3,,Andrew Siepker,,
WBC,Wabco Holdings Inc,Yes,N,22,11,82,12,17,60,24,,"7,414","7,347",63.96,0,29.6,19.5,,Taylor Cope,,
EXPO,Exponent Inc,Yes,N,22,15,90,2,51,54,7,,"1,671","1,641",7.02,0,7.8,32.0,,Taylor Cope,,
ABBN VX,Abb Ltd,,N,23,13,48,49,35,86,22,,"49,976","43,784",260.22,0,14.5,16.8,,Andrew Siepker,,
TWEKA NA,Tkh Group Nv,,N,23,27,65,43,2,38,42,,"2,426","2,426",12.60,0,54.5,16.0,,Taylor Cope,,
STM GR,Stabilus Sa,,O,23,37,73,9,7,81,14,,"2,029","2,029",5.43,0,55.4,17.3,,Taylor Cope,,
GAPB MM,Grupo Aeroportuario Del Pacifico Sab De Cv,,O,23,10,70,23,29,26,30,,"6,219","3,851",8.24,0,40.7,22.3,,Anil Daka,,
DG FP,Vinci Sa,Yes,O,23,38,46,23,22,78,4,,"53,534","50,291",189.34,0,32.1,15.0,,Andrew Siepker,,
BHE IN,Bharat Electronics Ltd,,O,23,15,69,36,11,27,44,,"6,207","1,670",10.69,0,37.9,21.6,,Anil Daka,,
LII,Lennox International Inc,Yes,N,23,4,75,14,38,43,15,,"6,996","6,655",60.85,0,12.2,18.1,,Taylor Cope,,
FDX,Fedex Corp,Yes,N,23,20,67,34,16,42,6,,"56,141","51,850",301.24,0,12.2,13.4,,Andrew Siepker,,
SNA,Snap-On Inc,Yes,N,23,18,35,47,80,58,8,,"8,177","8,095",116.82,0,-10.2,12.6,,Anil Daka,,
DSV DC,Dsv A/s,Yes,O,24,25,87,10,5,19,23,,"13,216","12,974",48.62,0,43.6,21.6,,Anil Daka,,
CD SP,Comfortdelgro Corp Ltd,,N,24,14,17,84,71,77,14,,"3,447","3,435",14.85,0,0.9,15.6,,Anil Daka,,
SGRE SM,Gamesa Corp Tecnologica Sa,,N,24,37,18,63,42,25,90,,"10,129","3,296",91.71,0,0.8,13.3,,Andrew Siepker,,
ALK,Alaska Air Group Inc,Yes,N,24,14,30,77,42,34,57,,"9,525","9,478",104.53,0,-2.1,8.8,,Anil Daka,,
548 HK,Shenzhen Expressway Co Ltd,,N,25,60,13,20,75,50,48,,"2,793",687,1.90,0,8.1,9.4,,Greg Scolaro,,
DOKA SW,Dormakaba Holding Ag,Yes,O,25,3,74,25,22,83,27,,"3,745","3,348",12.41,0,16.4,25.2,,Taylor Cope,,
6504 JP,Fuji Electric Co Ltd,,O,25,36,26,49,50,83,43,,"3,942","3,081",18.85,0,7.5,12.2,,Anil Daka,,
WKL NA,Wolters Kluwer Nv,,O,25,18,44,57,49,73,2,,"13,239","12,564",52.86,0,22.2,15.3,,William Benton,,
APOG,Apogee Enterprises Inc,Yes,O,25,19,38,62,56,29,52,,"1,356","1,325",11.97,0,-1.6,10.0,,Taylor Cope,,
6028 JP,Technopro Holdings Inc,,O,26,21,74,34,12,68,15,,"1,548","1,543",6.42,0,34.0,20.5,,Taylor Cope,,
PHIA NA,Koninklijke Philips Nv,Yes,O,26,16,43,85,6,64,67,,"35,616","34,885",191.52,0,27.2,17.9,,Tommy Sternberg,,
ULE LN,Ultra Electronics Holdings Plc,,O,26,26,48,47,32,74,14,,"1,817","1,758",13.18,0,17.8,12.9,,Taylor Cope,,
LR FP,Legrand Sa,Yes,N,26,15,78,26,16,74,6,,"18,816","18,304",68.69,0,28.7,21.1,,Andrew Siepker,,
ATL IM,Atlantia Spa,,N,26,47,36,35,11,48,21,,"26,153","14,811",112.56,0,30.1,17.6,,Andrew Siepker,,
HO FP,Thales Sa,Yes,O,26,8,48,70,19,39,16,,"23,520","11,563",50.92,0,15.6,17.2,,Andrew Siepker,,
LECO,Lincoln Electric Holdings Inc,Yes,N,26,7,83,15,25,65,15,,"5,703","5,266",40.61,0,14.1,20.4,,Taylor Cope,,
2181 JP,Persol Holdings Co Ltd,,N,27,7,57,52,28,27,15,,"4,742","3,405",23.79,0,20.7,19.7,,Taylor Cope,,
KSP ID,Kingspan Group Plc,Yes,O,27,33,80,6,22,79,34,,"6,910","5,660",22.04,0,22.7,19.2,,William DeAllaume,,
KCHOL TI,Koc Holding As,Yes,O,27,66,12,38,25,36,69,,"12,878","4,853",33.71,0,21.2,9.8,,Andrew Siepker,,
600066 CH,Zhengzhou Yutong Bus Co Ltd,,N,27,18,35,64,71,81,48,,"7,154","3,072",37.72,0,21.7,10.6,,Anil Daka,,
JOBS,51job Inc,,O,27,10,81,18,24,17,30,,"3,650","3,650",7.81,0,42.5,26.7,,Taylor Cope,,
GD,General Dynamics Corp,Yes,N,27,15,68,49,10,75,7,,"60,261","52,234",232.97,0,16.1,18.9,,Andrew Siepker,,
WSO,Watsco Inc,Yes,O,27,9,62,28,66,42,9,,"5,232","4,398",39.32,0,3.6,22.4,,Taylor Cope,,
TTC,Toro Co/the,Yes,O,27,1,88,20,6,47,12,,"7,638","7,427",40.11,0,28.0,26.5,,Taylor Cope,,
AME,Ametek Inc,Yes,N,27,20,88,15,10,57,1,,"14,526","14,267",62.48,0,27.7,22.3,,Anil Daka,,
DTG LN,Dart Group Plc,,N,28,32,27,72,28,50,36,,996,590,5.87,0,4.9,11.6,,Taylor Cope,,
CFEB BB,Cie D'entreprises Cfe,,NO,28,39,63,20,11,56,72,,"3,793","1,043",2.61,0,38.0,15.3,,Quant Intl,,
TRKCM TI,Trakya Cam Sanayii As,,O,28,87,21,5,5,12,81,,"1,173",358,2.58,0,64.6,11.3,,Bryan Shea,,
INWI AB,Inwido Ab,,N,28,39,18,70,44,77,12,,717,628,4.35,0,23.9,10.9,,Taylor Cope,,
DPLM LN,Diploma Plc,Yes,O,28,2,79,26,20,55,2,,"1,503","1,486",2.66,0,9.5,20.2,,Taylor Cope,,
FTV,Fortive Corp,,N,28,8,91,10,12,88,2,,"22,860","20,184",85.19,0,20.5,21.4,,Andrew Siepker,,
UTX,United Technologies Corp,Yes,N,28,28,46,59,18,72,2,,"92,410","85,253",311.89,0,9.7,16.7,,Andrew Siepker,,
WRT1V FH,Wartsila Oyj Abp,,N,29,25,80,31,4,58,24,,"13,551","12,117",41.40,0,49.6,20.9,,Andrew Siepker,,
6098 JP,Recruit Holdings Co Ltd,Yes,O,29,29,80,14,14,16,65,,"33,502","22,073",85.66,0,30.8,23.7,,William Benton,,
AIRARABI UH,Air Arabia Pjsc,,N,29,43,10,59,86,58,65,,"1,410",943,2.02,0,-15.3,10.4,,Greg Scolaro,,
012630 KS,Hyundai Development Co-Engineering & Construction,,NO,29,38,15,69,69,51,49,,"2,550","1,807",13.55,0,4.3,6.9,,Alaina Anderson,,
GOG LN,Go-Ahead Group Plc,Yes,N,29,22,29,70,76,85,44,,945,944,4.71,0,-13.6,8.6,,Taylor Cope,,
3899 HK,Cimc Enric Holdings Ltd,,NO,29,36,41,44,33,87,74,,"1,366",535,2.32,0,44.9,12.8,,Greg Scolaro,,
ROK,Rockwell Automation Inc,Yes,N,29,2,81,28,15,67,12,,"20,944","20,822",117.79,0,23.6,21.9,,Anil Daka,,
TDY,Teledyne Technologies Inc,,N,29,42,77,3,32,46,11,,"5,122","4,723",31.40,0,11.4,22.2,,Taylor Cope,,
SPX LN,Spirax-Sarco Engineering Plc,Yes,O,30,14,89,12,18,35,14,,"5,339","5,320",19.22,0,42.4,23.9,,Anil Daka,,
IWG LN,Iwg Plc,,N,30,22,58,49,37,20,26,,"3,458","2,578",16.83,0,41.6,13.8,,Anil Daka,,
KIE LN,Kier Group Plc,,N,30,41,9,77,74,54,14,Yes,"1,493","1,491",6.99,0,1.2,10.0,,Alaina Anderson,,
BWXT,Bwx Technologies Inc,,N,30,10,94,8,12,56,47,,"5,308","5,175",32.67,0,34.0,24.1,,Taylor Cope,,
2338 HK,Weichai Power Co Ltd,,O,31,66,26,9,57,25,73,,"8,201","1,931",14.30,0,24.4,13.9,,Anil Daka,,
GRIL IN,Graphite India Ltd,,O,31,61,76,3,2,2,89,,786,212,4.29,0,183.3,16.0,,Bryan Shea,,
EFX,Equifax Inc,Yes,O,31,13,84,15,38,47,1,,"17,119","16,905",72.77,0,23.4,20.9,,Daniel Hill,,
GWW,Ww Grainger Inc,Yes,NO,31,4,39,54,90,92,13,,"9,486","8,792",174.80,0,-28.0,14.8,,Anil Daka,,
KARN SW,Kardex Ag,,O,32,12,57,64,31,36,58,,870,625,2.94,0,19.8,20.8,,Taylor Cope,,
RAND NA,Randstad Holding Nv,,N,32,54,23,38,45,62,63,,"10,819","7,244",63.19,0,14.2,11.1,,Andrew Siepker,,
IR5B ID,Irish Continental Group Plc,,N,32,7,65,66,11,54,37,,"1,245","1,056",1.56,0,36.9,16.7,,Taylor Cope,,
6301 JP,Komatsu Ltd,Yes,O,32,55,71,2,34,39,62,,"25,168","24,048",99.22,0,18.4,15.7,,Andrew Siepker,,
9735 JP,Secom Co Ltd,Yes,N,33,14,44,73,55,72,4,,"17,181","15,435",43.53,0,3.2,19.4,,Andrew Siepker,,
ATK LN,Ws Atkins Plc,,NO,33,15,68,,31,,9,,"2,695","2,620",35.25,0,,16.2,,Quant Intl,,
TRELB SS,Trelleborg Ab,,N,33,31,66,38,15,45,24,,"6,320","5,445",30.11,0,20.9,15.0,,Anil Daka,,
AM FP,Dassault Aviation Sa,,N,33,5,63,73,10,35,54,,"12,705","3,558",15.24,0,34.5,21.0,,Andrew Siepker,,
BA/ LN,Bae Systems Plc,,N,33,28,32,82,31,77,24,,"24,341","24,324",118.81,0,10.8,13.0,,Andrew Siepker,,
DE,Deere & Co,Yes,NO,33,58,69,5,10,42,50,,"37,577","37,476",313.22,0,26.4,16.1,,Andrew Siepker,,
RR/ LN,Rolls-Royce Holdings Plc,Yes,N,34,30,63,40,24,64,63,,"21,662","21,653",99.00,0,47.7,28.0,,Andrew Siepker,,
FNXC IN,Finolex Cables Ltd,,NO,34,18,70,50,31,32,61,,"1,267",575,0.93,0,21.8,15.0,,Greg Scolaro,,
ASURB MM,Grupo Aeroportuario Del Sureste Sab De Cv,,O,34,22,83,43,5,29,18,,"6,151","4,149",7.31,0,51.2,22.1,,Anil Daka,,
VSVS LN,Vesuvius Plc,,N,34,72,49,6,9,56,51,,"1,935","1,925",5.57,0,48.3,13.7,,Taylor Cope,,
STE SP,Singapore Technologies Engineering Ltd,Yes,N,35,13,62,68,25,70,15,,"8,223","4,020",7.69,0,27.2,20.2,,Andrew Siepker,,
IMA IM,Industria Macchine Automatiche Spa,Yes,O,35,19,89,38,3,48,20,,"3,771","1,273",10.06,0,61.4,28.1,,Taylor Cope,,
6586 JP,Makita Corp,Yes,N,35,27,71,38,23,67,23,,"10,912","9,311",19.95,0,16.8,21.0,,Andrew Siepker,,
6367 JP,Daikin Industries Ltd,Yes,O,35,26,67,44,33,49,31,,"29,072","25,385",83.34,0,16.0,16.7,,Andrew Siepker,,
RHI,Robert Half International Inc,Yes,N,35,1,37,85,50,78,25,Yes,"5,561","5,371",42.03,0,-7.2,15.2,,Anil Daka,,
601877 CH,Zhejiang Chint Electrics Co Ltd,,N,36,17,36,70,91,36,43,,"6,150","1,845",9.03,0,3.6,11.7,,Anil Daka,,
ECOR3 BZ,Ecorodovias Infraestrutura E Logistica Sa,,O,36,53,51,18,26,56,53,,"1,840",616,8.99,0,37.0,11.4,,Greg Scolaro,,
2049 TT,Hiwin Technologies Corp,,O,36,28,94,4,29,7,67,,"2,363","1,727",24.60,0,51.4,25.0,,Taylor Cope,,
5201 JP,Asahi Glass Co Ltd,,N,36,68,30,26,15,34,55,,"9,079","7,384",35.52,0,25.3,13.4,,William DeAllaume,,
NSC,Norfolk Southern Corp,Yes,NO,36,27,65,52,23,48,3,,"34,697","34,641",207.48,0,6.8,17.0,,Anil Daka,,
ESLT IT,Elbit Systems Ltd,,O,37,27,73,45,16,82,16,,"5,825","3,157",5.43,0,24.0,21.0,,Anil Daka,,
